ID,ALIAS - BUSINESS,ASSOCIATES,CLASSIFIED LEVEL,EVIDENCE,INFLUENCES,LOCALITIES,NAKAMOTO INDEX,SCREEN COLOR,TEXT COLOR,Name,Description,Image
5359,Van Helsing - リメーラー,The Invisible Man,LEVEL 1,"I'm kind of surprised there was a crash, I've tested heavily and haven't...",For-Pay Remailers (Finney 1994),"Berkeley, USA [Tor]",47,Black,White,CYPHERPUNK FILES #5359,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5359
5360,Godspeed - ネット法と文化,Running Man,LEVEL 2,"You would not stand to get more than pocket change, and the heat you wou...",Advances in Distributed Security (Szabo 2003),"Paris, FRA [Relay]",27,Black,White,CYPHERPUNK FILES #5360,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5360
5361,The Assassin - 予測市場,Running Man,LEVEL 1,Much more of the work was designing than coding.,The Cathedral and the Bazaar (Raymond 2000),"Bluffdale, USA [VPN]",52,Black,White,CYPHERPUNK FILES #5361,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5361
5362,The Ox - 暗号特許,Charlie Bravo,LEVEL 4,Every conventional payment method has refutability as their way to cope ...,Secure Names for Bit-Strings (Stornetta and Haber 1997),"Chicago, USA [VPN]",50,Black,White,CYPHERPUNK FILES #5362,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5362
5363,The Tortoise - 暗号化の権利,Tall Man,LEVEL 1,Most of the value comes from the value that others place in it.,Why I Wrote PGP (Zimmermann 1991),"Stanford, USA [Tor]",39,Black,White,CYPHERPUNK FILES #5363,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5363
5364,Goldfinger - 消えるメッセージ,The Tailor,LEVEL 1,I've been asked at least 4 other times 'have you heard of Ripple?',Crypto Glossary (Hughes and May 1992),"Chicago, USA [VPN]",41,Black,White,CYPHERPUNK FILES #5364,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5364
5365,The Carrier - フロッピーディスク,The Brother,LEVEL 1,Bitcoin is still very new and has not been independently analysed.  If y...,The Playdough Protocols (Szabo 2002),"Osaka, JPN [I2P]",30,Black,White,CYPHERPUNK FILES #5365,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5365
5366,Next of Kin - サイバー法,Applesauce,LEVEL 3,I don't know what you're talking about accepting easier difficulties.,Interpreting Power: The Principle of Least Authority (Szabo 2005),"Sandy Ground, AIA [Relay]",37,Black,White,CYPHERPUNK FILES #5366,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5366
5367,The Kazoo - ハードウェア暗号,Van Helsing,LEVEL 1,"I hate to blame the compiler, and I've never had a GCC compiler bug befo...",Against Intellectual Monopoly (Boldrin and Levine 2008),"Tokyo, JPN [VPN]",48,Black,White,CYPHERPUNK FILES #5367,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5367
5368,The Scribe - 暗号郵便リスト,Sandstorm,LEVEL 1,It's very attractive to the libertarian viewpoint if we can explain it p...,Crypto Glossary (Hughes and May 1992),"Melbourne, AUS [Tor]",58,Black,White,CYPHERPUNK FILES #5368,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5368
5369,The Way - 電子現金提案,Snowman,LEVEL 2,Sorry if I didn't make that clear. The target time between blocks will p...,Trusted Third Parties are Security Holes (Szabo 2001),"Nakano, JPN [I2P]",64,Black,White,CYPHERPUNK FILES #5369,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5369
5370,The Saint - ハンドブック,Grill Master,LEVEL 1,I mostly have things sorted and should be back to Bitcoin shortly.,The Theory of Money and Credit (Mises 1912),"Sandy Ground, AIA [Relay]",47,Black,White,CYPHERPUNK FILES #5370,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5370
5371,Molten Lava - ディージェイ,The Cook,LEVEL 1,Someone came up with the word 'cryptocurrency'... maybe it's a word we s...,The Mental Accounting Barrier to Micropayments (Szabo 1996),"Tokyo, JPN [VPN]",50,Black,White,CYPHERPUNK FILES #5371,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5371
5372,Van Helsing - リメーラー,Hellraiser,LEVEL 3,I came to agree with Gavin about whitelisting when I realized how quickl...,New Directions in Cryptography (Diffie and Hellman 1976),"Chicago, USA [VPN]",37,Black,White,CYPHERPUNK FILES #5372,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5372
5373,Agent Zero - 三角形,Lucky,LEVEL 1,"If a majority of CPU power is controlled by honest nodes, the honest cha...",Intrapolynomial Cryptography (Szabo 1999),"Cheltenham, GBR [Proxy]",35,Black,White,CYPHERPUNK FILES #5373,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5373
5374,The Brother - 豪雨,Mr. CashBack,LEVEL 4,"LR is non-reversible, so there are oodles of exchanges eager to turn LR ...",Blind Signatures for Untraceable Payments (Chaum 1982),"New York, USA [Relay]",39,Black,White,CYPHERPUNK FILES #5374,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5374
5375,Yorkie - 表現の自由,The Invisible Man,LEVEL 4,"I think you would find it interesting, since it finds a new use for hash...",On Digital Cash-Like Payment Systems (Nagy 2005),"Redmond, USA [I2P]",40,Black,White,CYPHERPUNK FILES #5375,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5375
5376,Mochi - 数学,Long One,LEVEL 3,The only way to confirm the absence of a transaction is to be aware of a...,"Man, Economy, and State, with Power and Market (Rothbard 1962)","Delft, NLD [Relay]",36,Black,White,CYPHERPUNK FILES #5376,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5376
5377,The Swan - 暗号郵便,The Ram,LEVEL 1,SHA-256 is very strong... It can last several decades unless there's som...,The Art of Unix Programming (Raymond 2003),"East Patchogue, USA [Proxy]",34,Black,White,CYPHERPUNK FILES #5377,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5377
5378,Young Gun - 輸出規制,The Storm,LEVEL 1,"Also, anonymous sounds a bit shady.  I think the people who want anonymo...",A Measure of Sacrifice (Szabo 2002),"East Patchogue, USA [Proxy]",29,Black,White,CYPHERPUNK FILES #5378,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5378
5379,Mr. Red - 陰謀,Applesauce,LEVEL 3,Nodes always consider the longest chain to be the correct one and will k...,Denationalisation of Money: The Argument Refined (Hayek 1978),"Paris, FRA [Relay]",72,Black,White,CYPHERPUNK FILES #5379,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5379
5380,The Cook - 無料暗号化,Godspeed,LEVEL 1,"As computers get more powerful, the difficulty increases to compensate.",Why Remailers I (Finney 1992),"Bochum, DEU [Relay]",58,Black,White,CYPHERPUNK FILES #5380,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5380
5381,Sasquatch - 匿名転送,The Soldier,LEVEL 2,Ripple is interesting in that it's the only other system that does somet...,An Austrian Perspective on the History of Economic Thought (Rothbard 1995),"Bochum, DEU [Relay]",73,Black,White,CYPHERPUNK FILES #5381,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5381
5382,Ms. Crypto - 統計的ノイズ,Applesauce,LEVEL 2,"even if Bitcoin caught on at dot-com rates of growth, it would still tak...",The Case for Privacy (Friedman 2005),"Temple City, USA [Tor]",41,Black,White,CYPHERPUNK FILES #5382,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5382
5383,The Storm - デジタル文書,Snowman,LEVEL 1,"Even if it doesn't take off straight away, it's now available for use by...",Recovering Privity (Szabo 1997),"Stanford, USA [Tor]",56,Black,White,CYPHERPUNK FILES #5383,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5383
5384,The Finn - フォーラムビルダー,Haste Maker,LEVEL 1,Ironic if we end up having to choose between economic liberty and conser...,Secure Property Titles with Owner Authority (Szabo 1998),"Waterloo, CAN [Proxy]",68,Black,White,CYPHERPUNK FILES #5384,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5384
5385,ATAT - 暗い,The Piercer,LEVEL 1,Maybe instead make it about the open source project and give more credit...,Bit Gold Markets (Szabo 2008),"Arcadia, USA [Relay]",70,Black,White,CYPHERPUNK FILES #5385,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5385
5386,Long One - 楕円暗号,Patty,LEVEL 4,sent directly from one party to another without going through a financia...,The GNU Manifesto (Stallman 1985),"Langley, USA [Tor]",41,Black,White,CYPHERPUNK FILES #5386,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5386
5387,Max Power - 機密取引,The Kiwi,LEVEL 4,"With the popularity of bitcoin addresses instead of sending by IP, we ca...",Reflections on Trusting Trust (Thompson 1984),"Paris, FRA [Relay]",63,Black,White,CYPHERPUNK FILES #5387,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5387
5388,Cold Boot - 弱い鍵,Goldfinger,LEVEL 2,Maybe instead make it about the open source project and give more credit...,Delegation and Agreement Based Certification Policy (Szabo 1997),"Sydney, AUS [I2P]",35,Black,White,CYPHERPUNK FILES #5388,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5388
5389,Old Man River - 暗号化接続,The Hawk,LEVEL 2,"I wasn't aware of the b-money page, but my ideas start from exactly that...",Micropayments and Mental Transaction Costs (Szabo 1999),"East Patchogue, USA [Proxy]",47,Black,White,CYPHERPUNK FILES #5389,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5389
5390,ATAT - 暗い,The Ram,LEVEL 2,"The Internet is a brutal, rough and tumble place.",Against Intellectual Property (Kinsella 2008),"Bochum, DEU [Relay]",72,Black,White,CYPHERPUNK FILES #5390,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5390
5391,Old Man River - 暗号化接続,Curtain Call,LEVEL 1,"If there's going to be a message system, it should be a separate system ...",Against Intellectual Property (Kinsella 2008),"Bochum, DEU [Relay]",36,Black,White,CYPHERPUNK FILES #5391,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5391
5392,The Haberdasher - 連鎖証明,The Swan,LEVEL 4,"Instead of the supply changing to keep the value the same, the supply is...",An Austrian Perspective on the History of Economic Thought (Rothbard 1995),"Sandy Ground, AIA [Relay]",50,Black,White,CYPHERPUNK FILES #5392,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5392
5393,The Soldier - ルートキット,The Navigator,LEVEL 2,Maybe you're the first person to ever run it on Vista :),Smart Contracts (Szabo 1994),"Melbourne, AUS [Tor]",50,Black,White,CYPHERPUNK FILES #5393,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5393
5394,Mr. Anderson - 蛇口,The Scout,LEVEL 1,"As the number of users grows, the value per coin increases.",The GNU Manifesto (Stallman 1985),"Amsterdam, NLD [Tor]",71,Black,White,CYPHERPUNK FILES #5394,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5394
5395,The Brother - 豪雨,The Exporter,LEVEL 1,"No, don't 'bring it on'.",Truledger in Plain English (St. Clair 2008),"Sandy Ground, AIA [Relay]",27,Black,White,CYPHERPUNK FILES #5395,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5395
5396,Patty - 生物学,Mr. Red,LEVEL 1,The design supports a tremendous variety of possible transaction types t...,Detecting Double Spending (Finney 1993),"Eindhoven, NLD [VPN]",54,Black,White,CYPHERPUNK FILES #5396,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5396
5397,Next of Kin - サイバー法,The Exporter,LEVEL 2,"My writing is not that great, I'm a much better coder.",The Sybil Attack (Douceur 2002),"Bletchley Park, GBR [VPN]",35,Black,White,CYPHERPUNK FILES #5397,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5397
5398,The Godfather - デジタルキャッシュ,Apache Pilot,LEVEL 2,It's very attractive to the libertarian viewpoint if we can explain it p...,The Cathedral and the Bazaar (Raymond 2000),"Louvain-la-Neuve, BEL [Proxy]",67,Black,White,CYPHERPUNK FILES #5398,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5398
5399,Dashboard - オーシャン,Thommy Boy,LEVEL 1,"That's great, this is going to fun!",Quorum Systems (Szabo 1998),"Osaka, JPN [I2P]",30,Black,White,CYPHERPUNK FILES #5399,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5399
5400,The Acrobat - 被害者保護,ATAT,LEVEL 1,Eventually at most only 21 million coins for 6.8 billion people in the w...,Crypto Anarchy and Virtual Communities (May 1994),"Exeter, GBR [Tor]",55,Black,White,CYPHERPUNK FILES #5400,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5400
5401,Charlie Bravo - 暗号特許,Sasquatch,LEVEL 2,It includes any unrecorded transactions needed to link it back to the ti...,Smart Liens (Szabo 1994),"Princeton, USA [I2P]",43,Black,White,CYPHERPUNK FILES #5401,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5401
5402,Riggs - リカルディアン,The Ox,LEVEL 3,"LR is non-reversible, so there are oodles of exchanges eager to turn LR ...",The Crypto Anarchist Manifesto (May 1988),"Osaka, JPN [I2P]",62,Black,White,CYPHERPUNK FILES #5402,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5402
5403,The Assassin - 予測市場,The Storm,LEVEL 3,"I don't want to do an exchange business myself, but it can be done indep...",Multinational Small Business (Szabo 1993),"Osaka, JPN [I2P]",38,Black,White,CYPHERPUNK FILES #5403,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5403
5404,The Villain - 仮想経済,Olive Juice,LEVEL 2,Some of their responses were rather Neanderthal...,Secure Communications over Insecure Channels (Merkle 1978),"Washington D.C., USA [Tor]",55,Black,White,CYPHERPUNK FILES #5404,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5404
5405,Max Power - 機密取引,The Tortoise,LEVEL 1,Being open source means anyone can independently review the code.,The Sybil Attack (Douceur 2002),"Sydney, AUS [I2P]",75,Black,White,CYPHERPUNK FILES #5405,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5405
5406,Godspeed - ネット法と文化,The Brother,LEVEL 1,"To the rest of the world, 'log' means delete-at-will, but to database pe...",Why I Wrote PGP (Zimmermann 1991),"Eindhoven, NLD [VPN]",49,Black,White,CYPHERPUNK FILES #5406,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5406
5407,Bluebird - 短文投稿,Mojo Man,LEVEL 1,Nodes work all at once with little coordination.,Truledger in Plain English (St. Clair 2008),"Nakano, JPN [I2P]",72,Black,White,CYPHERPUNK FILES #5407,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5407
5408,The Way - 電子現金提案,Haste Maker,LEVEL 4,It seems like you're inclined to assume everything is wrong more than is...,The Sybil Attack (Douceur 2002),"Berkeley, USA [Tor]",71,Black,White,CYPHERPUNK FILES #5408,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5408
5409,Stic Man - りんご,Hellraiser,LEVEL 1,The forum sure is taking off.  I didn't expect to have so much activity ...,A Declaration of the Independence of Cyberspace (Barlow 1996),"East Patchogue, USA [Proxy]",28,Black,White,CYPHERPUNK FILES #5409,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5409
5410,Mr. Anderson - 蛇口,Q,LEVEL 2,I made the proof-of-work difficulty ridiculously easy to start with...,The Ricardian Contract (Grigg 2004),"Fort Meade, USA [Relay]",63,Black,White,CYPHERPUNK FILES #5410,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5410
5411,Fireman - クリッパー,Sandstorm,LEVEL 2,"Generation is basically free anywhere that has electric heat, since your...",Distributing Authorities and Verifying Their Claims (Szabo 1997),"Grand Cayman, CYM [Proxy]",56,Black,White,CYPHERPUNK FILES #5411,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5411
5412,Sakou - 九州,ATAT,LEVEL 1,I've developed a new open source P2P e-cash system called Bitcoin.,Lucre: Anonymous Electronic Tokens v1.8 (Laurie 2008),"Sliema, MLT [VPN]",70,Black,White,CYPHERPUNK FILES #5412,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5412
5413,The Way - 電子現金提案,The Piercer,LEVEL 2,"If you're using free transactions, you're taking charity and there has t...",b-money (Dai 1998),"Temple City, USA [Tor]",67,Black,White,CYPHERPUNK FILES #5413,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5413
5414,Tall Man - 無料ソフトウェア,Molten Lava,LEVEL 2,"If you haven't already, try aligning thash.  It might matter.  Couldn't ...",b-money (Dai 1998),"Leuven, BEL [Relay]",28,Black,White,CYPHERPUNK FILES #5414,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5414
5415,The Piercer - 決済システム,Sasquatch,LEVEL 1,"I love the idea of virtual, non-geographic communities experimenting wit...",Protocols for Public Key Cryptosystems (Merkle 1978),"Arlington, USA [I2P]",58,Black,White,CYPHERPUNK FILES #5415,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5415
5416,The Piercer - 決済システム,Thommy Boy,LEVEL 4,It's very attractive to the libertarian viewpoint if we can explain it p...,Negative Reputations (Szabo 1996),"San Francisco, USA [Relay]",47,Black,White,CYPHERPUNK FILES #5416,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5416
5417,Max Power - 機密取引,Running Man,LEVEL 2,Please do these tests on the test network.  That's what it's for.  Thanks.,The Sybil Attack (Douceur 2002),"Boulder, USA [Relay]",65,Black,White,CYPHERPUNK FILES #5417,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5417
5418,Youngster - アーカイブ,Dashboard,LEVEL 1,It's best if you don't talk about this transaction fee stuff in public. ...,For-Pay Remailers (Finney 1994),"Haasrode, BEL [Tor]",57,Black,White,CYPHERPUNK FILES #5418,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5418
5419,The Face - 列車模型,Cold Boot,LEVEL 1,A rational market price for something that is expected to increase in va...,Against Intellectual Monopoly (Boldrin and Levine 2008),"Dublin, IRL [VPN]",25,Black,White,CYPHERPUNK FILES #5419,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5419
5420,Sasquatch - 匿名転送,The Earner,LEVEL 2,"If someone was getting ready to fork a second version, I would have to a...",Secure Communications over Insecure Channels (Merkle 1978),"Exeter, GBR [Tor]",71,Black,White,CYPHERPUNK FILES #5420,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5420
5421,Mr. Z - メール暗号化,The Brother,LEVEL 1,"If enough people think the same way, that becomes a self fulfilling prop...",The Mental Accounting Barrier to Micropayments (Szabo 1996),"San Francisco, USA [Relay]",53,Black,White,CYPHERPUNK FILES #5421,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5421
5422,Mr. Anderson - 蛇口,Mr. Red,LEVEL 3,"Martti originally had it separate and I made it a sub-option, my bad.  I...",Hermeneutics: An Introduction to the Interpretation of Tradition (Szabo 1996),"Sydney, AUS [I2P]",72,Black,White,CYPHERPUNK FILES #5422,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5422
5423,The Carrier - フロッピーディスク,Cold Boot,LEVEL 3,we propose a solution to the double-spending problem...,Contracts with Bearer (Szabo 1999),"Arlington, USA [I2P]",57,Black,White,CYPHERPUNK FILES #5423,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5423
5424,The Finn - フォーラムビルダー,The Invisible Man,LEVEL 2,"Using multiple copies of wallet.dat is not recommended or supported, in ...","An Introduction to Probability Theory and Its Applications, Vol. I (Feller 1957)","Bluffdale, USA [VPN]",60,Black,White,CYPHERPUNK FILES #5424,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5424
5425,The Storm - デジタル文書,Money,LEVEL 1,The advantage of letting bitcoin download and verify the blocks is that ...,Bit Gold (Szabo 2005),"Melbourne, AUS [Tor]",28,Black,White,CYPHERPUNK FILES #5425,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5425
5426,Rex - 暗号特許,Running Man,LEVEL 1,It includes any unrecorded transactions needed to link it back to the ti...,"Cyberspace, Crypto Anarchy, and Pushing Limits (May 1994)","Osaka, JPN [I2P]",33,Black,White,CYPHERPUNK FILES #5426,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5426
5427,The Machine - パラジウム,The Provost,LEVEL 2,"If you don't believe me or don't get it, I don't have time to try to con...",Crypto Anarchy and Virtual Communities (May 1994),"Zurich, CHE [I2P]",44,Black,White,CYPHERPUNK FILES #5427,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5427
5428,Mr. CashBack - ストリーム,Fireman,LEVEL 1,Ripple is interesting in that it's the only other system that does somet...,The Case for Privacy (Friedman 2005),"Tokyo, JPN [VPN]",68,Black,White,CYPHERPUNK FILES #5428,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5428
5429,ATAT - 暗い,Hellraiser,LEVEL 3,Governments are good at cutting off the heads of a centrally controlled ...,"Cyberspace, Crypto Anarchy, and Pushing Limits (May 1994)","Sydney, AUS [I2P]",68,Black,White,CYPHERPUNK FILES #5429,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5429
5430,Letter S - 情報公開の自由,Olive Juice,LEVEL 1,"The address space is effectively unlimited.  It doesn't hurt anyone, so ...",How to Time-Stamp a Digital Document (Haber and Stornetta 1991),"London, GBR [VPN]",56,Black,White,CYPHERPUNK FILES #5430,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5430
5431,The Scout - 魔法の言葉,The Gardener,LEVEL 2,The timechain is a tree shaped structure starting with the genesis block...,A Measure of Sacrifice (Szabo 2002),"The Hague, NLD [Tor]",42,Black,White,CYPHERPUNK FILES #5431,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5431
5432,Riggs - リカルディアン,Youngster,LEVEL 4,"Sweet, I was looking for a group like that on Usenet at one point to see...",The Cyphernomicon (May 1994),"Nakano, JPN [I2P]",66,Black,White,CYPHERPUNK FILES #5432,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5432
5433,The Hawk - 零知識証明,Jaws,LEVEL 1,"I know this sounds really retarded, but I still haven't been able to get...",Steganography No Solution (Finney 1993),"Washington D.C., USA [Tor]",48,Black,White,CYPHERPUNK FILES #5433,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/5433
